"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,1290,387
"2","CARRIER","50PCV006",0.4,0.4,1290,387
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1395.115,418.5345
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1423.15,426.945
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1423.15,426.945
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1423.15,426.945
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1501.7,450.51
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1501.7,450.51
"9","KELVINATOR","KSV26NRC",0.5,0.52,1671.38,501.414
"10","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1782.115,534.6345
"11","Tranquility","TRC-09",0.561,0.565,1821.001,546.3003
"12","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1845.21,553.563
"13","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1850.83,555.249
"14","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1850.83,555.249
"15","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1850.83,555.249
"16","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1852.17,555.651
"17","CARRIER","50PSH009",0.575,0.5781,1863.5014,559.05042
"18","CARRIER","50PSV009",0.575,0.5781,1863.5014,559.05042
"19","GREE","GJH07AF-K6RNB2D",0.66,0.57,1863.54,559.062
"20","GREE","GJH07AF-K6RNC2A",0.66,0.57,1863.54,559.062
"21","GREE","GJH07AF-K3RNB9D",0.66,0.57,1863.54,559.062
"22","KELVINATOR","KWH20HRE",0.66,0.57,1863.54,559.062
"23","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1866.22,559.866
"24","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1866.22,559.866
"25","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1866.22,559.866
"26","CHIGO","CS-25V3A-PD/CS-25V3A-H5D",0.58,0.58,1870.5,561.15
"27","STIRLING","STR-23RSJAIF",0.52,0.59,1883.08,564.924
"28","TCL","TAC-09CHSA/AKI5",0.52,0.59,1883.08,564.924
"29","TCL","TAC-09CHSA/KaI5",0.52,0.59,1883.08,564.924
"30","TCL","TAC-09CHSA/CII5",0.52,0.59,1883.08,564.924
"31","TCL","TAC-09CHSA/CFI5",0.52,0.59,1883.08,564.924
"32","TCL","TAC-09CHSA/CEI5",0.52,0.59,1883.08,564.924
"33","TCL","TAC-09CHSA/CZI5",0.52,0.59,1883.08,564.924
"34","TCL","TAC-09CHSA/CTI5",0.52,0.59,1883.08,564.924
