"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1528.45,458.535
"2","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1528.45,458.535
"3","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1528.45,458.535
"4","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1548.215,464.4645
"5","CARRIER","50PCH006",0.4,0.4,1732.4,519.72
"6","CARRIER","50PCV006",0.4,0.4,1732.4,519.72
"7","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1798.39,539.517
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1825.32,547.596
"9","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1825.32,547.596
"10","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1844.22,553.266
"11","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,1928.32,578.496
"12","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,1928.32,578.496
"13","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,1928.32,578.496
"14","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,1928.32,578.496
"15","DAIKIN","FTXS20L / RXS20L",0.45,0.61,1969.11,590.733
"16","DAIKIN","FTXS20K / RXS20K",0.45,0.61,1969.11,590.733
"17","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,2008.64,602.592
"18","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,2008.64,602.592
"19","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,2008.64,602.592
"20","Panasonic","CS_CU-E7MKR",0.46,0.62,2012.42,603.726
"21","Panasonic","CS_CU-E7NKR",0.46,0.62,2012.42,603.726
"22","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,2012.42,603.726
"23","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,2051.95,615.585
"24","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,2067.935,620.3805
"25","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,2133.53,640.059
"26","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,2135.42,640.626
"27","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,2135.42,640.626
"28","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,2136.05,640.815
"29","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,2139.83,641.949
"30","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,2139.83,641.949
"31","Toshiba","RAS-10N3KVP-A + RAS-10N3AVP-A",0.49,0.63,2139.83,641.949
"32","TOSHIBA","RAS-10SKVP2-A/RAS-10SAVP2-A",0.49,0.63,2139.83,641.949
"33","KELVINATOR","KSV26NRC",0.5,0.52,2168.02,650.406
"34","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,2178.1,653.43
"35","SAMSUNG ELECTRONICS","AR09FSSDHWKN/AR09FSSDHWKX",0.5,0.64,2183.14,654.942
"36","SAMSUNG ELECTRONICS","AR09FSFSDURN/AR09FSFSDURX",0.5,0.64,2183.14,654.942
"37","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,2183.14,654.942
"38","SAMSUNG ELECTRONICS","AR09FSSSBWKN/AR09FSSSBWKX",0.5,0.64,2183.14,654.942
"39","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,2183.14,654.942
"40","SAMSUNG ELECTRONICS","AR09FSSSCWKN/AR09FSSSCWKX",0.5,0.64,2183.14,654.942
"41","SAMSUNG ELECTRONICS","AR09FSSSBWKN/AR09FSSSBWKX",0.5,0.64,2183.14,654.942
"42","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,2217.63,665.289
"43","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,2217.63,665.289
"44","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,2217.63,665.289
"45","DAIKIN","FTXM25P / RXM25P",0.51,0.65,2226.45,667.935
"46","FUJITSU","ASTG09KMCA/AOTG09KMCA",0.51,0.65,2226.45,667.935
"47","FUJITSU","ASTG09KUCA/AOTG09KUCA",0.51,0.67,2228.97,668.691
"48","PANASONIC","CS-HE9DKE / CU-HE9DKE",0.51,0.69,2231.49,669.447
"49","STIRLING","STR-23RSJAIF",0.52,0.59,2260.94,678.282
"50","TCL","TAC-09CHSA/AKI5",0.52,0.59,2260.94,678.282
"51","TCL","TAC-09CHSA/KaI5",0.52,0.59,2260.94,678.282
"52","TCL","TAC-09CHSA/CII5",0.52,0.59,2260.94,678.282
"53","TCL","TAC-09CHSA/CFI5",0.52,0.59,2260.94,678.282
"54","TCL","TAC-09CHSA/CEI5",0.52,0.59,2260.94,678.282
"55","TCL","TAC-09CHSA/CZI5",0.52,0.59,2260.94,678.282
"56","TCL","TAC-09CHSA/CTI5",0.52,0.59,2260.94,678.282
"57","TCL","TAC-09CHSA/CRI5",0.52,0.59,2260.94,678.282
"58","TCL","TAC-09CHSA/CQI5",0.52,0.59,2260.94,678.282
"59","TCL","TAC-09CHSA/CYI5",0.52,0.59,2260.94,678.282
"60","TCL","TAC-09CHSA/CPI5",0.52,0.59,2260.94,678.282
"61","TCL","TAC-09CHSA/CWI5",0.52,0.59,2260.94,678.282
"62","TCL","TAC-09CHSA/CVI5",0.52,0.59,2260.94,678.282
"63","TCL","TAC-09CHSA/CUI5",0.52,0.59,2260.94,678.282
"64","TCL","TAC-09CHSA/CNI5",0.52,0.59,2260.94,678.282
"65","TCL","TAC-09CHSA/CHI5",0.52,0.59,2260.94,678.282
"66","TCL","TAC-09CHSA/DFI5",0.52,0.59,2260.94,678.282
"67","TCL","TAC-09CHSA/DEI5",0.52,0.59,2260.94,678.282
"68","TCL","TAC-09CHSA/DCI5",0.52,0.59,2260.94,678.282
"69","TCL","TAC-09CHSA/DBI5",0.52,0.59,2260.94,678.282
"70","TCL","TAC-09CHSA/CDI5",0.52,0.59,2260.94,678.282
"71","TCL","TAC-09CHSA/CXI5",0.52,0.59,2260.94,678.282
"72","TCL","TAC-09CHSA/CAI5",0.52,0.59,2260.94,678.282
"73","TCL","TAC-09CHSA/CMI5",0.52,0.59,2260.94,678.282
"74","TCL","TAC-09CHSA/CJI5",0.52,0.59,2260.94,678.282
"75","TCL","TAC-09CHSA/CLI5",0.52,0.59,2260.94,678.282
"76","TCL","TAC-09CHSA/CKI5",0.52,0.59,2260.94,678.282
"77","TCL","TAC-09CHSA/CGI5",0.52,0.59,2260.94,678.282
"78","TCL","TAC-09CHSA/CBI5",0.52,0.59,2260.94,678.282
"79","TCL","TAC-09CHSA/AUI5",0.52,0.59,2260.94,678.282
"80","TCL","TAC-09CHSA/AMI5",0.52,0.59,2260.94,678.282
"81","TCL","TAC-09CHSA/ALI5",0.52,0.59,2260.94,678.282
"82","TCL","TAC-09CHSA/BLI5",0.52,0.59,2260.94,678.282
"83","TCL","TAC-09CHSA/BZI5",0.52,0.59,2260.94,678.282
"84","TCL","TAC-09CHSA/BYI5",0.52,0.59,2260.94,678.282
"85","TCL","TAC-09CHSA/BVI5",0.52,0.59,2260.94,678.282
"86","TCL","TAC-09CHSA/BUI5",0.52,0.59,2260.94,678.282
"87","TCL","TAC-09CHSA/BRI5",0.52,0.59,2260.94,678.282
"88","TCL","TAC-09CHSA/BQI5",0.52,0.59,2260.94,678.282
"89","TCL","TAC-09CHSA/BKI5",0.52,0.59,2260.94,678.282
"90","TCL","TAC-09CHSA/BMI5",0.52,0.59,2260.94,678.282
"91","TCL","TAC-09CHSA/BJI5",0.52,0.59,2260.94,678.282
"92","TCL","TAC-09CHSA/BHI5",0.52,0.59,2260.94,678.282
"93","TCL","TAC-09CHSA/BGI5",0.52,0.59,2260.94,678.282
"94","TCL","TAC-09CHSA/BFI5",0.52,0.59,2260.94,678.282
"95","TCL","TAC-09CHSA/BEI5",0.52,0.59,2260.94,678.282
"96","TCL","TAC-09CHSA/BDI5",0.52,0.59,2260.94,678.282
"97","TCL","TAC-09CHSA/ZI5",0.52,0.59,2260.94,678.282
"98","TCL","TAC-09CHSA/YI5",0.52,0.59,2260.94,678.282
"99","TCL","TAC-09CHSA/VI5",0.52,0.59,2260.94,678.282
"100","TCL","TAC-09CHSA/QI5",0.52,0.59,2260.94,678.282
"101","TCL","TAC-09CHSA/AI5",0.52,0.59,2260.94,678.282
"102","TCL","TAC-09CHSA/RI5",0.52,0.59,2260.94,678.282
"103","TCL","TAC-09CHSA/NI5",0.52,0.59,2260.94,678.282
"104","TCL","TAC-09CHSA/MI5",0.52,0.59,2260.94,678.282
"105","TCL","TAC-09CHSA/LI5",0.52,0.59,2260.94,678.282
"106","TCL","TAC-09CHSA/KI5",0.52,0.59,2260.94,678.282
"107","TCL","TAC-09CHSA/JI5",0.52,0.59,2260.94,678.282
"108","TCL","TAC-09CHSA/HI5",0.52,0.59,2260.94,678.282
"109","TCL","TAC-09CHSA/GI5",0.52,0.59,2260.94,678.282
"110","TCL","TAC-09CHSA/FI5",0.52,0.59,2260.94,678.282
"111","TCL","TAC-09CHSA/EI5",0.52,0.59,2260.94,678.282
"112","TCL","TAC-09CHSA/DI5",0.52,0.59,2260.94,678.282
"113","TCL","TAC-09CHSA/CI5",0.52,0.59,2260.94,678.282
"114","AKAI","TEM-26CHSAAK5",0.52,0.59,2260.94,678.282
"115","AKAI","TEM-26CHSAKA5",0.52,0.59,2260.94,678.282
"116","TCL","TAC-09CHSA/AKI5",0.52,0.59,2260.94,678.282
"117","LG","P09AWN-NM14/P09AWN-UM14",0.52,0.65,2268.5,680.55
"118","LG","S09AWN-NM14/P09AWN-UM14",0.52,0.65,2268.5,680.55
"119","LG","W09AWN-NM14/P09AWN-UM14",0.52,0.65,2268.5,680.55
"120","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRF25ZMXA-S / SRC25ZMXA-S",0.52,0.72,2277.32,683.196
"121","MITSUBISHI HEAVY INDUSTRIES LTD.","SRF25ZJX-S",0.521,0.723,2281.903,684.5709
"122","MIDEA","MS1A-09HRFN1-QE0",0.54,0.6,2346.3,703.89
"123","SAIR","SGT-09",0.54,0.6,2346.3,703.89
"124","SAIR","SGT-09",0.54,0.6,2346.3,703.89
"125","MIDEA","MS1A-09HRFN1-QE0",0.54,0.6,2346.3,703.89
"126","DAIKIN","FTXJ25P / RXJ25P",0.54,0.7,2358.9,707.67
"127","DAIKIN","FTXS25L / RXS25L",0.54,0.7,2358.9,707.67
"128","DAIKIN","FVXG25K2 / RXG25L2",0.54,0.76,2366.46,709.938
"129","MITSUBISHI ELECTRIC","MFZ-KJ25VE / MUFZ-KJ25VE",0.54,0.77,2367.72,710.316
"130","HITACHI","RAS/C-25YHA4",0.55,0.68,2398.43,719.529
"131","MITSUBISHI ELECTRIC","MSZ-EF25VEW / MUZ-EF25VE",0.55,0.7,2400.95,720.285
"132","MITSUBISHI ELECTRIC","MSZ-EF25VEB / MUZ-EF25VE",0.55,0.7,2400.95,720.285
"133","MITSUBISHI ELECTRIC","MSZ-EF25VES / MUZ-EF25VE",0.55,0.7,2400.95,720.285
"134","Mitsubishi Electric","MSZ-EF25VE-A1",0.55,0.7,2400.95,720.285
"135","TOSHIBA","RAS-B10GKVP-E/RAS-10GAVP-E",0.55,0.71,2402.21,720.663
"136","TOSHIBA","RAS-B10GKVP-E/RAS-10GAVP-E",0.55,0.71,2402.21,720.663
"137","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06Z5-S",0.55,0.71,2402.21,720.663
"138","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMP-S",0.55,0.71,2402.21,720.663
"139","Panasonic","CS_CU-E9NKR",0.55,0.75,2407.25,722.175
"140","Panasonic","CS_CU-E9MKR",0.55,0.75,2407.25,722.175
"141","Panasonic","CS_CU-E9PKR",0.55,0.75,2407.25,722.175
"142","Tranquility","TRC-09",0.561,0.565,2430.195,729.0585
"143","SAMSUNG ELECTRONICS","AQV09UWLN/AQV09UWLX",0.56,0.7,2443,732.9
"144","SAMSUNG ELECTRONICS"," AQV09TWSN/AQV09TWSX",0.56,0.7,2443,732.9
"145","LG","E09AWN-NB11/R09AWN-UB11",0.56,0.73,2446.78,734.034
"146","LG","R09AWN-NB11/R09AWN-UB11",0.56,0.73,2446.78,734.034
"147","LG","M09AWN-NB11/R09AWN-UB11",0.56,0.73,2446.78,734.034
"148","LG","R09AWN-NB13/R09AWN-UB13",0.56,0.73,2446.78,734.034
"149","LG","E09AWN-NB13/R09AWN-UB13",0.56,0.73,2446.78,734.034
"150","LG","I09AWN-NB11/R09AWN-UB11",0.56,0.73,2446.78,734.034
"151","MITSUBISHI ELECTRIC","MSZ-GE25VAD/MUZ-GE25VAD",0.56,0.73,2446.78,734.034
"152","DAIKIN","FFQ25C2 / RXS25K3",0.56,0.8,2455.6,736.68
"153","BD-BingDian","FIV-25HS1(D)M / FUV-25HS1",0.57,0.7,2485.05,745.515
"154","DAIKIN","FTXR28K / RXR28K",0.57,0.71,2486.31,745.893
