"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1121.96,336.588
"2","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1127.7,338.31
"3","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1127.7,338.31
"4","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1127.7,338.31
"5","CARRIER","50PCH006",0.4,0.4,1136.8,341.04
"6","CARRIER","50PCV006",0.4,0.4,1136.8,341.04
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1260.14,378.042
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1260.14,378.042
"9","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1404.62,421.386
"10","KELVINATOR","KSV26NRC",0.5,0.52,1447.6,434.28
"11","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1459.64,437.892
"12","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1463,438.9
"13","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1480.22,444.066
"14","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1480.22,444.066
"15","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1480.22,444.066
"16","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,1489.88,446.964
"17","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,1489.88,446.964
"18","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,1489.88,446.964
"19","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,1489.88,446.964
"20","DAIKIN","FTXS20L / RXS20L",0.45,0.61,1491.7,447.51
"21","DAIKIN","FTXS20K / RXS20K",0.45,0.61,1491.7,447.51
"22","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,1508.64,452.592
"23","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1512.28,453.684
