"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,994.8,298.44
"2","CARRIER","50PCV006",0.4,0.4,994.8,298.44
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1051.355,315.4065
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1068.65,320.595
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1068.65,320.595
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1068.65,320.595
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1143.64,343.092
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1143.64,343.092
"9","KELVINATOR","KSV26NRC",0.5,0.52,1283.14,384.942
"10","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1349.795,404.9385
"11","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1376.43,412.929
"12","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1397.01,419.103
"13","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1401.68,420.504
"14","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1401.68,420.504
"15","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1401.68,420.504
"16","Tranquility","TRC-09",0.561,0.565,1403.135,420.9405
"17","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1407.11,422.133
"18","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1407.11,422.133
"19","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1407.11,422.133
"20","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,1426.55,427.965
"21","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,1426.74,428.022
"22","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,1426.74,428.022
"23","STIRLING","STR-23RSJAIF",0.52,0.59,1431.98,429.594
"24","TCL","TAC-09CHSA/AKI5",0.52,0.59,1431.98,429.594
"25","TCL","TAC-09CHSA/KaI5",0.52,0.59,1431.98,429.594
"26","TCL","TAC-09CHSA/CII5",0.52,0.59,1431.98,429.594
"27","TCL","TAC-09CHSA/CFI5",0.52,0.59,1431.98,429.594
"28","TCL","TAC-09CHSA/CEI5",0.52,0.59,1431.98,429.594
"29","TCL","TAC-09CHSA/CZI5",0.52,0.59,1431.98,429.594
"30","TCL","TAC-09CHSA/CTI5",0.52,0.59,1431.98,429.594
"31","TCL","TAC-09CHSA/CRI5",0.52,0.59,1431.98,429.594
