"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,1120.8,336.24
"2","CARRIER","50PCV006",0.4,0.4,1120.8,336.24
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1217.495,365.2485
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1242.8,372.84
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1242.8,372.84
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1242.8,372.84
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1307.89,392.367
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1307.89,392.367
"9","KELVINATOR","KSV26NRC",0.5,0.52,1453.42,436.026
"10","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1553.735,466.1205
"11","Tranquility","TRC-09",0.561,0.565,1582.406,474.7218
"12","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1608.87,482.661
"13","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1612.49,483.747
"14","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1612.49,483.747
"15","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1612.49,483.747
"16","GREE","GJH07AF-K6RNB2D",0.66,0.57,1613.43,484.029
"17","GREE","GJH07AF-K6RNC2A",0.66,0.57,1613.43,484.029
"18","GREE","GJH07AF-K3RNB9D",0.66,0.57,1613.43,484.029
"19","KELVINATOR","KWH20HRE",0.66,0.57,1613.43,484.029
"20","CARRIER","50PSH009",0.575,0.5781,1619.2751,485.78253
"21","CARRIER","50PSV009",0.575,0.5781,1619.2751,485.78253
"22","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1620.6,486.18
"23","CHIGO","CS-25V3A-PD/CS-25V3A-H5D",0.58,0.58,1625.16,487.548
"24","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1629.65,488.895
"25","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1629.65,488.895
"26","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1629.65,488.895
"27","LENNOX","LNWR21X",0.66,0.578,1634.398,490.3194
"28","YORK","YCAFZH007BAMAAFX",0.65,0.58,1637.83,491.349
"29","MIDEA","MWF-07HB4",0.66,0.58,1639.64,491.892
"30","LENNOX","LNWR20X",0.66,0.58,1639.64,491.892
"31","TECO","TWW22HFBGJBB",0.66,0.58,1639.64,491.892
"32","TECO","TWW22HFAGJBB",0.66,0.58,1639.64,491.892
"33","Carrier","51QW107715G",0.66,0.58,1639.64,491.892
"34","STIRLING","STR-23RSJAIF",0.52,0.59,1640.51,492.153
"35","TCL","TAC-09CHSA/AKI5",0.52,0.59,1640.51,492.153
"36","TCL","TAC-09CHSA/KaI5",0.52,0.59,1640.51,492.153
"37","TCL","TAC-09CHSA/CII5",0.52,0.59,1640.51,492.153
"38","TCL","TAC-09CHSA/CFI5",0.52,0.59,1640.51,492.153
"39","TCL","TAC-09CHSA/CEI5",0.52,0.59,1640.51,492.153
"40","TCL","TAC-09CHSA/CZI5",0.52,0.59,1640.51,492.153
"41","TCL","TAC-09CHSA/CTI5",0.52,0.59,1640.51,492.153
"42","TCL","TAC-09CHSA/CRI5",0.52,0.59,1640.51,492.153
"43","TCL","TAC-09CHSA/CQI5",0.52,0.59,1640.51,492.153
"44","TCL","TAC-09CHSA/CYI5",0.52,0.59,1640.51,492.153
"45","TCL","TAC-09CHSA/CPI5",0.52,0.59,1640.51,492.153
"46","TCL","TAC-09CHSA/CWI5",0.52,0.59,1640.51,492.153
"47","TCL","TAC-09CHSA/CVI5",0.52,0.59,1640.51,492.153
"48","TCL","TAC-09CHSA/CUI5",0.52,0.59,1640.51,492.153
"49","TCL","TAC-09CHSA/CNI5",0.52,0.59,1640.51,492.153
"50","TCL","TAC-09CHSA/CHI5",0.52,0.59,1640.51,492.153
"51","TCL","TAC-09CHSA/DFI5",0.52,0.59,1640.51,492.153
"52","TCL","TAC-09CHSA/DEI5",0.52,0.59,1640.51,492.153
"53","TCL","TAC-09CHSA/DCI5",0.52,0.59,1640.51,492.153
"54","TCL","TAC-09CHSA/DBI5",0.52,0.59,1640.51,492.153
"55","TCL","TAC-09CHSA/CDI5",0.52,0.59,1640.51,492.153
"56","TCL","TAC-09CHSA/CXI5",0.52,0.59,1640.51,492.153
"57","TCL","TAC-09CHSA/CAI5",0.52,0.59,1640.51,492.153
"58","TCL","TAC-09CHSA/CMI5",0.52,0.59,1640.51,492.153
"59","TCL","TAC-09CHSA/CJI5",0.52,0.59,1640.51,492.153
"60","TCL","TAC-09CHSA/CLI5",0.52,0.59,1640.51,492.153
"61","TCL","TAC-09CHSA/CKI5",0.52,0.59,1640.51,492.153
"62","TCL","TAC-09CHSA/CGI5",0.52,0.59,1640.51,492.153
"63","TCL","TAC-09CHSA/CBI5",0.52,0.59,1640.51,492.153
"64","TCL","TAC-09CHSA/AUI5",0.52,0.59,1640.51,492.153
"65","TCL","TAC-09CHSA/AMI5",0.52,0.59,1640.51,492.153
"66","TCL","TAC-09CHSA/ALI5",0.52,0.59,1640.51,492.153
"67","TCL","TAC-09CHSA/BLI5",0.52,0.59,1640.51,492.153
"68","TCL","TAC-09CHSA/BZI5",0.52,0.59,1640.51,492.153
"69","TCL","TAC-09CHSA/BYI5",0.52,0.59,1640.51,492.153
"70","TCL","TAC-09CHSA/BVI5",0.52,0.59,1640.51,492.153
"71","TCL","TAC-09CHSA/BUI5",0.52,0.59,1640.51,492.153
"72","TCL","TAC-09CHSA/BRI5",0.52,0.59,1640.51,492.153
"73","TCL","TAC-09CHSA/BQI5",0.52,0.59,1640.51,492.153
"74","TCL","TAC-09CHSA/BKI5",0.52,0.59,1640.51,492.153
"75","TCL","TAC-09CHSA/BMI5",0.52,0.59,1640.51,492.153
"76","TCL","TAC-09CHSA/BJI5",0.52,0.59,1640.51,492.153
"77","TCL","TAC-09CHSA/BHI5",0.52,0.59,1640.51,492.153
"78","TCL","TAC-09CHSA/BGI5",0.52,0.59,1640.51,492.153
"79","TCL","TAC-09CHSA/BFI5",0.52,0.59,1640.51,492.153
"80","TCL","TAC-09CHSA/BEI5",0.52,0.59,1640.51,492.153
"81","TCL","TAC-09CHSA/BDI5",0.52,0.59,1640.51,492.153
"82","TCL","TAC-09CHSA/ZI5",0.52,0.59,1640.51,492.153
"83","TCL","TAC-09CHSA/YI5",0.52,0.59,1640.51,492.153
"84","TCL","TAC-09CHSA/VI5",0.52,0.59,1640.51,492.153
"85","TCL","TAC-09CHSA/QI5",0.52,0.59,1640.51,492.153
"86","TCL","TAC-09CHSA/AI5",0.52,0.59,1640.51,492.153
"87","TCL","TAC-09CHSA/RI5",0.52,0.59,1640.51,492.153
"88","TCL","TAC-09CHSA/NI5",0.52,0.59,1640.51,492.153
"89","TCL","TAC-09CHSA/MI5",0.52,0.59,1640.51,492.153
"90","TCL","TAC-09CHSA/LI5",0.52,0.59,1640.51,492.153
"91","TCL","TAC-09CHSA/KI5",0.52,0.59,1640.51,492.153
"92","TCL","TAC-09CHSA/JI5",0.52,0.59,1640.51,492.153
"93","TCL","TAC-09CHSA/HI5",0.52,0.59,1640.51,492.153
"94","TCL","TAC-09CHSA/GI5",0.52,0.59,1640.51,492.153
"95","TCL","TAC-09CHSA/FI5",0.52,0.59,1640.51,492.153
"96","TCL","TAC-09CHSA/EI5",0.52,0.59,1640.51,492.153
"97","TCL","TAC-09CHSA/DI5",0.52,0.59,1640.51,492.153
"98","TCL","TAC-09CHSA/CI5",0.52,0.59,1640.51,492.153
"99","AKAI","TEM-26CHSAAK5",0.52,0.59,1640.51,492.153
"100","AKAI","TEM-26CHSAKA5",0.52,0.59,1640.51,492.153
"101","TCL","TAC-09CHSA/AKI5",0.52,0.59,1640.51,492.153
"102","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,1648.185,494.4555
"103","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,1648.185,494.4555
"104","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,1657.67,497.301
"105","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,1661.29,498.387
"106","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,1663.1,498.93
"107","HYUNDAI","HSH-073BE",0.65,0.59,1664.04,499.212
"108","WINIA","WSH-073BE",0.65,0.59,1664.04,499.212
"109","TCL","TAC-09CHSA/ZI4",0.65,0.59,1664.04,499.212
"110","VENTO","TAC-09CHSA/BVI4",0.65,0.59,1664.04,499.212
"111","York","YZHJZH009BAMAAFX",0.65,0.59,1664.04,499.212
"112","KELVINATOR","KWH20HRC",0.67,0.59,1667.66,500.298
"113","LENNOX","LNW022X",0.68,0.59,1669.47,500.841
"114","ECLIPSE","EWF-07HRN1",0.68,0.59,1669.47,500.841
"115","MIDEA","MWF-07HMN1-QC1",0.68,0.59,1669.47,500.841
"116","Carrier","51QW007715G",0.68,0.59,1669.47,500.841
"117","Carrier","51QW007716G",0.68,0.59,1669.47,500.841
"118","MIDEA","MS1A-09HRFN1-QE0",0.54,0.6,1670.34,501.102
"119","SAIR","SGT-09",0.54,0.6,1670.34,501.102
"120","SAIR","SGT-09",0.54,0.6,1670.34,501.102
"121","MIDEA","MS1A-09HRFN1-QE0",0.54,0.6,1670.34,501.102
"122","DAIKIN","FTXS20L / RXS20L",0.45,0.61,1680.26,504.078
"123","DAIKIN","FTXS20K / RXS20K",0.45,0.61,1680.26,504.078
"124","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1701.04,510.312
"125","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,1704.66,511.398
"126","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,1704.66,511.398
"127","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,1704.66,511.398
"128","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,1704.66,511.398
"129","Panasonic","CS_CU-E7MKR",0.46,0.62,1708.28,512.484
"130","Panasonic","CS_CU-E7NKR",0.46,0.62,1708.28,512.484
"131","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,1708.28,512.484
"132","MIDEA","DMORC26DR",0.6,0.62,1733.62,520.086
"133","GALANZ","AUS-07H53R150L1(2)",0.62,0.62,1737.24,521.172
"134","GALANZ","AUS-07H53R150L2(2)",0.62,0.62,1737.24,521.172
"135","GALANZ","AUS-07H53R150L3(2)",0.62,0.62,1737.24,521.172
"136","GALANZ","AUS-07H53R150L4(2)",0.62,0.62,1737.24,521.172
"137","GALANZ","AUS-07H53R150L5(2)",0.62,0.62,1737.24,521.172
"138","GALANZ","AUS-07H53R150L10(2)",0.62,0.62,1737.24,521.172
"139","GALANZ","AUS-07H53R150L15(2)",0.62,0.62,1737.24,521.172
"140","GALANZ","AUS-07H53R150L21(2)",0.62,0.62,1737.24,521.172
"141","GALANZ","AUS-07H53R150L24(2)",0.62,0.62,1737.24,521.172
"142","GALANZ","AUS-07H53R150L25(2)",0.62,0.62,1737.24,521.172
"143","YORK","YJHC07FSAAAA-III",0.62,0.62,1737.24,521.172
"144","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,1739.92,521.976
"145","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,1739.92,521.976
"146","Toshiba","RAS-10N3KVP-A + RAS-10N3AVP-A",0.49,0.63,1739.92,521.976
"147","TOSHIBA","RAS-10SKVP2-A/RAS-10SAVP2-A",0.49,0.63,1739.92,521.976
"148","GALANZ","AUS-07H53F010Lx(2)",0.662,0.625,1757.947,527.3841
"149","MISTRAL","MSS2.0",0.662,0.625,1757.947,527.3841
"150","GALANZ","AUS-07H53R010Lx(2)",0.63,0.63,1765.26,529.578
"151","GREEN FLOW","GFH2.6",0.64,0.63,1767.07,530.121
"152","SAMSUNG ELECTRONICS","AR09FSSDHWKN/AR09FSSDHWKX",0.5,0.64,1767.94,530.382
"153","SAMSUNG ELECTRONICS","AR09FSFSDURN/AR09FSFSDURX",0.5,0.64,1767.94,530.382
"154","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,1767.94,530.382
