"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,954.4,286.32
"2","CARRIER","50PCV006",0.4,0.4,954.4,286.32
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,969.77,290.931
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,979.5,293.85
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,979.5,293.85
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,979.5,293.85
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1074.32,322.296
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1074.32,322.296
"9","KELVINATOR","KSV26NRC",0.5,0.52,1221.88,366.564
"10","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1238.18,371.454
"11","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1256.09,376.827
"12","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1285.28,385.584
"13","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1285.28,385.584
"14","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1285.28,385.584
"15","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1290.92,387.276
"16","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1299.1,389.73
"17","DAIKIN","FTXS20L / RXS20L",0.45,0.61,1304.74,391.422
"18","DAIKIN","FTXS20K / RXS20K",0.45,0.61,1304.74,391.422
"19","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,1309.14,392.742
"20","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,1309.76,392.928
"21","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,1309.76,392.928
"22","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,1309.76,392.928
"23","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,1309.76,392.928
"24","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1317.94,395.382
"25","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1317.94,395.382
"26","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1317.94,395.382
"27","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,1320.76,396.228
"28","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,1320.76,396.228
"29","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,1327.98,398.394
"30","Panasonic","CS_CU-E7MKR",0.46,0.62,1328.6,398.58
"31","Panasonic","CS_CU-E7NKR",0.46,0.62,1328.6,398.58
"32","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,1328.6,398.58
"33","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,1337.4,401.22
"34","STIRLING","STR-23RSJAIF",0.52,0.59,1341.8,402.54
"35","TCL","TAC-09CHSA/AKI5",0.52,0.59,1341.8,402.54
"36","TCL","TAC-09CHSA/KaI5",0.52,0.59,1341.8,402.54
"37","TCL","TAC-09CHSA/CII5",0.52,0.59,1341.8,402.54
"38","TCL","TAC-09CHSA/CFI5",0.52,0.59,1341.8,402.54
"39","TCL","TAC-09CHSA/CEI5",0.52,0.59,1341.8,402.54
"40","TCL","TAC-09CHSA/CZI5",0.52,0.59,1341.8,402.54
"41","TCL","TAC-09CHSA/CTI5",0.52,0.59,1341.8,402.54
"42","TCL","TAC-09CHSA/CRI5",0.52,0.59,1341.8,402.54
"43","TCL","TAC-09CHSA/CQI5",0.52,0.59,1341.8,402.54
"44","TCL","TAC-09CHSA/CYI5",0.52,0.59,1341.8,402.54
"45","TCL","TAC-09CHSA/CPI5",0.52,0.59,1341.8,402.54
"46","TCL","TAC-09CHSA/CWI5",0.52,0.59,1341.8,402.54
"47","TCL","TAC-09CHSA/CVI5",0.52,0.59,1341.8,402.54
"48","TCL","TAC-09CHSA/CUI5",0.52,0.59,1341.8,402.54
"49","TCL","TAC-09CHSA/CNI5",0.52,0.59,1341.8,402.54
"50","TCL","TAC-09CHSA/CHI5",0.52,0.59,1341.8,402.54
"51","TCL","TAC-09CHSA/DFI5",0.52,0.59,1341.8,402.54
"52","TCL","TAC-09CHSA/DEI5",0.52,0.59,1341.8,402.54
"53","TCL","TAC-09CHSA/DCI5",0.52,0.59,1341.8,402.54
"54","TCL","TAC-09CHSA/DBI5",0.52,0.59,1341.8,402.54
"55","TCL","TAC-09CHSA/CDI5",0.52,0.59,1341.8,402.54
"56","TCL","TAC-09CHSA/CXI5",0.52,0.59,1341.8,402.54
"57","TCL","TAC-09CHSA/CAI5",0.52,0.59,1341.8,402.54
"58","TCL","TAC-09CHSA/CMI5",0.52,0.59,1341.8,402.54
"59","TCL","TAC-09CHSA/CJI5",0.52,0.59,1341.8,402.54
