"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1613.2,483.96
"2","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1613.2,483.96
"3","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1613.2,483.96
"4","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1624.105,487.2315
"5","CARRIER","50PCH006",0.4,0.4,1759.2,527.76
"6","CARRIER","50PCV006",0.4,0.4,1759.2,527.76
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1884.11,565.233
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1884.11,565.233
"9","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1936.2,580.86
"10","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1994.96,598.488
"11","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,2068.14,620.442
"12","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,2068.14,620.442
"13","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,2068.14,620.442
"14","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,2068.14,620.442
"15","DAIKIN","FTXS20L / RXS20L",0.45,0.61,2097.34,629.202
"16","DAIKIN","FTXS20K / RXS20K",0.45,0.61,2097.34,629.202
"17","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,2119.15,635.745
"18","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,2119.15,635.745
"19","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,2119.15,635.745
"20","Panasonic","CS_CU-E7MKR",0.46,0.62,2141.32,642.396
"21","Panasonic","CS_CU-E7NKR",0.46,0.62,2141.32,642.396
"22","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,2141.32,642.396
"23","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,2151.865,645.5595
"24","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,2163.13,648.939
"25","KELVINATOR","KSV26NRC",0.5,0.52,2213.78,664.134
"26","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,2221.53,666.459
"27","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,2232.615,669.7845
"28","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,2232.615,669.7845
"29","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,2236.31,670.893
"30","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,2258.48,677.544
"31","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,2258.48,677.544
"32","Toshiba","RAS-10N3KVP-A + RAS-10N3AVP-A",0.49,0.63,2258.48,677.544
"33","TOSHIBA","RAS-10SKVP2-A/RAS-10SAVP2-A",0.49,0.63,2258.48,677.544
"34","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,2272.9,681.87
"35","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,2294.71,688.413
"36","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,2294.71,688.413
"37","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,2294.71,688.413
"38","SAMSUNG ELECTRONICS","AR09FSSDHWKN/AR09FSSDHWKX",0.5,0.64,2302.46,690.738
"39","SAMSUNG ELECTRONICS","AR09FSFSDURN/AR09FSFSDURX",0.5,0.64,2302.46,690.738
"40","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,2302.46,690.738
"41","SAMSUNG ELECTRONICS","AR09FSSSBWKN/AR09FSSSBWKX",0.5,0.64,2302.46,690.738
"42","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,2302.46,690.738
"43","SAMSUNG ELECTRONICS","AR09FSSSCWKN/AR09FSSSCWKX",0.5,0.64,2302.46,690.738
"44","SAMSUNG ELECTRONICS","AR09FSSSBWKN/AR09FSSSBWKX",0.5,0.64,2302.46,690.738
"45","STIRLING","STR-23RSJAIF",0.52,0.59,2338.69,701.607
"46","TCL","TAC-09CHSA/AKI5",0.52,0.59,2338.69,701.607
"47","TCL","TAC-09CHSA/KaI5",0.52,0.59,2338.69,701.607
"48","TCL","TAC-09CHSA/CII5",0.52,0.59,2338.69,701.607
"49","TCL","TAC-09CHSA/CFI5",0.52,0.59,2338.69,701.607
"50","TCL","TAC-09CHSA/CEI5",0.52,0.59,2338.69,701.607
"51","TCL","TAC-09CHSA/CZI5",0.52,0.59,2338.69,701.607
"52","TCL","TAC-09CHSA/CTI5",0.52,0.59,2338.69,701.607
"53","TCL","TAC-09CHSA/CRI5",0.52,0.59,2338.69,701.607
"54","TCL","TAC-09CHSA/CQI5",0.52,0.59,2338.69,701.607
"55","TCL","TAC-09CHSA/CYI5",0.52,0.59,2338.69,701.607
"56","TCL","TAC-09CHSA/CPI5",0.52,0.59,2338.69,701.607
"57","TCL","TAC-09CHSA/CWI5",0.52,0.59,2338.69,701.607
"58","TCL","TAC-09CHSA/CVI5",0.52,0.59,2338.69,701.607
"59","TCL","TAC-09CHSA/CUI5",0.52,0.59,2338.69,701.607
"60","TCL","TAC-09CHSA/CNI5",0.52,0.59,2338.69,701.607
"61","TCL","TAC-09CHSA/CHI5",0.52,0.59,2338.69,701.607
"62","TCL","TAC-09CHSA/DFI5",0.52,0.59,2338.69,701.607
"63","TCL","TAC-09CHSA/DEI5",0.52,0.59,2338.69,701.607
"64","TCL","TAC-09CHSA/DCI5",0.52,0.59,2338.69,701.607
"65","TCL","TAC-09CHSA/DBI5",0.52,0.59,2338.69,701.607
"66","TCL","TAC-09CHSA/CDI5",0.52,0.59,2338.69,701.607
"67","TCL","TAC-09CHSA/CXI5",0.52,0.59,2338.69,701.607
"68","TCL","TAC-09CHSA/CAI5",0.52,0.59,2338.69,701.607
"69","TCL","TAC-09CHSA/CMI5",0.52,0.59,2338.69,701.607
"70","TCL","TAC-09CHSA/CJI5",0.52,0.59,2338.69,701.607
"71","TCL","TAC-09CHSA/CLI5",0.52,0.59,2338.69,701.607
"72","TCL","TAC-09CHSA/CKI5",0.52,0.59,2338.69,701.607
"73","TCL","TAC-09CHSA/CGI5",0.52,0.59,2338.69,701.607
"74","TCL","TAC-09CHSA/CBI5",0.52,0.59,2338.69,701.607
"75","TCL","TAC-09CHSA/AUI5",0.52,0.59,2338.69,701.607
"76","TCL","TAC-09CHSA/AMI5",0.52,0.59,2338.69,701.607
"77","TCL","TAC-09CHSA/ALI5",0.52,0.59,2338.69,701.607
"78","TCL","TAC-09CHSA/BLI5",0.52,0.59,2338.69,701.607
"79","TCL","TAC-09CHSA/BZI5",0.52,0.59,2338.69,701.607
"80","TCL","TAC-09CHSA/BYI5",0.52,0.59,2338.69,701.607
"81","TCL","TAC-09CHSA/BVI5",0.52,0.59,2338.69,701.607
"82","TCL","TAC-09CHSA/BUI5",0.52,0.59,2338.69,701.607
"83","TCL","TAC-09CHSA/BRI5",0.52,0.59,2338.69,701.607
"84","TCL","TAC-09CHSA/BQI5",0.52,0.59,2338.69,701.607
"85","TCL","TAC-09CHSA/BKI5",0.52,0.59,2338.69,701.607
"86","TCL","TAC-09CHSA/BMI5",0.52,0.59,2338.69,701.607
"87","TCL","TAC-09CHSA/BJI5",0.52,0.59,2338.69,701.607
"88","TCL","TAC-09CHSA/BHI5",0.52,0.59,2338.69,701.607
"89","TCL","TAC-09CHSA/BGI5",0.52,0.59,2338.69,701.607
"90","TCL","TAC-09CHSA/BFI5",0.52,0.59,2338.69,701.607
"91","TCL","TAC-09CHSA/BEI5",0.52,0.59,2338.69,701.607
"92","TCL","TAC-09CHSA/BDI5",0.52,0.59,2338.69,701.607
"93","TCL","TAC-09CHSA/ZI5",0.52,0.59,2338.69,701.607
"94","TCL","TAC-09CHSA/YI5",0.52,0.59,2338.69,701.607
"95","TCL","TAC-09CHSA/VI5",0.52,0.59,2338.69,701.607
"96","TCL","TAC-09CHSA/QI5",0.52,0.59,2338.69,701.607
"97","TCL","TAC-09CHSA/AI5",0.52,0.59,2338.69,701.607
"98","TCL","TAC-09CHSA/RI5",0.52,0.59,2338.69,701.607
"99","TCL","TAC-09CHSA/NI5",0.52,0.59,2338.69,701.607
"100","TCL","TAC-09CHSA/MI5",0.52,0.59,2338.69,701.607
"101","TCL","TAC-09CHSA/LI5",0.52,0.59,2338.69,701.607
"102","TCL","TAC-09CHSA/KI5",0.52,0.59,2338.69,701.607
"103","TCL","TAC-09CHSA/JI5",0.52,0.59,2338.69,701.607
"104","TCL","TAC-09CHSA/HI5",0.52,0.59,2338.69,701.607
"105","TCL","TAC-09CHSA/GI5",0.52,0.59,2338.69,701.607
"106","TCL","TAC-09CHSA/FI5",0.52,0.59,2338.69,701.607
