"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,2096,628.8
"2","CARRIER","50PCV006",0.4,0.4,2096,628.8
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,2300.33,690.099
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,2351.8,705.54
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,2351.8,705.54
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,2351.8,705.54
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,2459.7,737.91
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,2459.7,737.91
"9","KELVINATOR","KSV26NRC",0.5,0.52,2723.56,817.068
"10","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,2929.13,878.739
"11","Tranquility","TRC-09",0.561,0.565,2960.352,888.1056
"12","GREE","GJH07AF-K6RNB2D",0.66,0.57,2992.38,897.714
"13","GREE","GJH07AF-K6RNC2A",0.66,0.57,2992.38,897.714
"14","GREE","GJH07AF-K3RNB9D",0.66,0.57,2992.38,897.714
"15","KELVINATOR","KWH20HRE",0.66,0.57,2992.38,897.714
"16","CARRIER","50PSH009",0.575,0.5781,3029.0518,908.71554
"17","CARRIER","50PSV009",0.575,0.5781,3029.0518,908.71554
"18","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,3033.62,910.086
"19","LENNOX","LNWR21X",0.66,0.578,3033.804,910.1412
"20","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,3034.86,910.458
"21","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,3034.86,910.458
"22","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,3034.86,910.458
"23","CHIGO","CS-25V3A-PD/CS-25V3A-H5D",0.58,0.58,3039.2,911.76
"24","YORK","YCAFZH007BAMAAFX",0.65,0.58,3043.54,913.062
"25","MIDEA","MWF-07HB4",0.66,0.58,3044.16,913.248
"26","LENNOX","LNWR20X",0.66,0.58,3044.16,913.248
"27","TECO","TWW22HFBGJBB",0.66,0.58,3044.16,913.248
"28","TECO","TWW22HFAGJBB",0.66,0.58,3044.16,913.248
"29","Carrier","51QW107715G",0.66,0.58,3044.16,913.248
"30","DAIKIN","FTXM20P / RXM20P",0.41,0.59,3080.44,924.132
"31","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,3083.54,925.062
"32","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,3083.54,925.062
"33","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,3083.54,925.062
"34","STIRLING","STR-23RSJAIF",0.52,0.59,3087.26,926.178
"35","TCL","TAC-09CHSA/AKI5",0.52,0.59,3087.26,926.178
"36","TCL","TAC-09CHSA/KaI5",0.52,0.59,3087.26,926.178
"37","TCL","TAC-09CHSA/CII5",0.52,0.59,3087.26,926.178
"38","TCL","TAC-09CHSA/CFI5",0.52,0.59,3087.26,926.178
"39","TCL","TAC-09CHSA/CEI5",0.52,0.59,3087.26,926.178
"40","TCL","TAC-09CHSA/CZI5",0.52,0.59,3087.26,926.178
"41","TCL","TAC-09CHSA/CTI5",0.52,0.59,3087.26,926.178
"42","TCL","TAC-09CHSA/CRI5",0.52,0.59,3087.26,926.178
"43","TCL","TAC-09CHSA/CQI5",0.52,0.59,3087.26,926.178
"44","TCL","TAC-09CHSA/CYI5",0.52,0.59,3087.26,926.178
"45","TCL","TAC-09CHSA/CPI5",0.52,0.59,3087.26,926.178
"46","TCL","TAC-09CHSA/CWI5",0.52,0.59,3087.26,926.178
"47","TCL","TAC-09CHSA/CVI5",0.52,0.59,3087.26,926.178
"48","TCL","TAC-09CHSA/CUI5",0.52,0.59,3087.26,926.178
"49","TCL","TAC-09CHSA/CNI5",0.52,0.59,3087.26,926.178
"50","TCL","TAC-09CHSA/CHI5",0.52,0.59,3087.26,926.178
"51","TCL","TAC-09CHSA/DFI5",0.52,0.59,3087.26,926.178
