"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1372.05,411.615
"2","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1372.05,411.615
"3","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1372.05,411.615
"4","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1380.2,414.06
"5","CARRIER","50PCH006",0.4,0.4,1488.4,446.52
"6","CARRIER","50PCV006",0.4,0.4,1488.4,446.52
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1597.67,479.301
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1597.67,479.301
"9","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1651.07,495.321
"10","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1702.22,510.666
"11","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,1762.7,528.81
"12","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,1762.7,528.81
"13","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,1762.7,528.81
"14","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,1762.7,528.81
"15","DAIKIN","FTXS20L / RXS20L",0.45,0.61,1785.97,535.791
"16","DAIKIN","FTXS20K / RXS20K",0.45,0.61,1785.97,535.791
"17","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1802.27,540.681
"18","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1802.27,540.681
"19","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1802.27,540.681
"20","Panasonic","CS_CU-E7MKR",0.46,0.62,1823.18,546.954
"21","Panasonic","CS_CU-E7NKR",0.46,0.62,1823.18,546.954
"22","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,1823.18,546.954
"23","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1826.72,548.016
"24","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,1839.48,551.844
"25","KELVINATOR","KSV26NRC",0.5,0.52,1874.44,562.332
"26","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1886.02,565.806
"27","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,1896.475,568.9425
"28","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,1896.475,568.9425
"29","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,1899.96,569.988
"30","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,1920.87,576.261
"31","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,1920.87,576.261
"32","Toshiba","RAS-10N3KVP-A + RAS-10N3AVP-A",0.49,0.63,1920.87,576.261
"33","TOSHIBA","RAS-10SKVP2-A/RAS-10SAVP2-A",0.49,0.63,1920.87,576.261
"34","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,1930.2,579.06
"35","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1946.5,583.95
"36","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1946.5,583.95
"37","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1946.5,583.95
"38","SAMSUNG ELECTRONICS","AR09FSSDHWKN/AR09FSSDHWKX",0.5,0.64,1958.08,587.424
"39","SAMSUNG ELECTRONICS","AR09FSFSDURN/AR09FSFSDURX",0.5,0.64,1958.08,587.424
"40","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,1958.08,587.424
"41","SAMSUNG ELECTRONICS","AR09FSSSBWKN/AR09FSSSBWKX",0.5,0.64,1958.08,587.424
"42","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,1958.08,587.424
"43","SAMSUNG ELECTRONICS","AR09FSSSCWKN/AR09FSSSCWKX",0.5,0.64,1958.08,587.424
"44","SAMSUNG ELECTRONICS","AR09FSSSBWKN/AR09FSSSBWKX",0.5,0.64,1958.08,587.424
"45","STIRLING","STR-23RSJAIF",0.52,0.59,1983.71,595.113
"46","TCL","TAC-09CHSA/AKI5",0.52,0.59,1983.71,595.113
"47","TCL","TAC-09CHSA/KaI5",0.52,0.59,1983.71,595.113
"48","TCL","TAC-09CHSA/CII5",0.52,0.59,1983.71,595.113
"49","TCL","TAC-09CHSA/CFI5",0.52,0.59,1983.71,595.113
"50","TCL","TAC-09CHSA/CEI5",0.52,0.59,1983.71,595.113
"51","TCL","TAC-09CHSA/CZI5",0.52,0.59,1983.71,595.113
"52","TCL","TAC-09CHSA/CTI5",0.52,0.59,1983.71,595.113
"53","TCL","TAC-09CHSA/CRI5",0.52,0.59,1983.71,595.113
"54","TCL","TAC-09CHSA/CQI5",0.52,0.59,1983.71,595.113
"55","TCL","TAC-09CHSA/CYI5",0.52,0.59,1983.71,595.113
"56","TCL","TAC-09CHSA/CPI5",0.52,0.59,1983.71,595.113
"57","TCL","TAC-09CHSA/CWI5",0.52,0.59,1983.71,595.113
"58","TCL","TAC-09CHSA/CVI5",0.52,0.59,1983.71,595.113
"59","TCL","TAC-09CHSA/CUI5",0.52,0.59,1983.71,595.113
"60","TCL","TAC-09CHSA/CNI5",0.52,0.59,1983.71,595.113
"61","TCL","TAC-09CHSA/CHI5",0.52,0.59,1983.71,595.113
"62","TCL","TAC-09CHSA/DFI5",0.52,0.59,1983.71,595.113
"63","TCL","TAC-09CHSA/DEI5",0.52,0.59,1983.71,595.113
"64","TCL","TAC-09CHSA/DCI5",0.52,0.59,1983.71,595.113
"65","TCL","TAC-09CHSA/DBI5",0.52,0.59,1983.71,595.113
"66","TCL","TAC-09CHSA/CDI5",0.52,0.59,1983.71,595.113
"67","TCL","TAC-09CHSA/CXI5",0.52,0.59,1983.71,595.113
"68","TCL","TAC-09CHSA/CAI5",0.52,0.59,1983.71,595.113
"69","TCL","TAC-09CHSA/CMI5",0.52,0.59,1983.71,595.113
"70","TCL","TAC-09CHSA/CJI5",0.52,0.59,1983.71,595.113
"71","TCL","TAC-09CHSA/CLI5",0.52,0.59,1983.71,595.113
"72","TCL","TAC-09CHSA/CKI5",0.52,0.59,1983.71,595.113
"73","TCL","TAC-09CHSA/CGI5",0.52,0.59,1983.71,595.113
"74","TCL","TAC-09CHSA/CBI5",0.52,0.59,1983.71,595.113
"75","TCL","TAC-09CHSA/AUI5",0.52,0.59,1983.71,595.113
"76","TCL","TAC-09CHSA/AMI5",0.52,0.59,1983.71,595.113
"77","TCL","TAC-09CHSA/ALI5",0.52,0.59,1983.71,595.113
"78","TCL","TAC-09CHSA/BLI5",0.52,0.59,1983.71,595.113
"79","TCL","TAC-09CHSA/BZI5",0.52,0.59,1983.71,595.113
"80","TCL","TAC-09CHSA/BYI5",0.52,0.59,1983.71,595.113
"81","TCL","TAC-09CHSA/BVI5",0.52,0.59,1983.71,595.113
"82","TCL","TAC-09CHSA/BUI5",0.52,0.59,1983.71,595.113
"83","TCL","TAC-09CHSA/BRI5",0.52,0.59,1983.71,595.113
"84","TCL","TAC-09CHSA/BQI5",0.52,0.59,1983.71,595.113
"85","TCL","TAC-09CHSA/BKI5",0.52,0.59,1983.71,595.113
"86","TCL","TAC-09CHSA/BMI5",0.52,0.59,1983.71,595.113
"87","TCL","TAC-09CHSA/BJI5",0.52,0.59,1983.71,595.113
"88","TCL","TAC-09CHSA/BHI5",0.52,0.59,1983.71,595.113
"89","TCL","TAC-09CHSA/BGI5",0.52,0.59,1983.71,595.113
"90","TCL","TAC-09CHSA/BFI5",0.52,0.59,1983.71,595.113
"91","TCL","TAC-09CHSA/BEI5",0.52,0.59,1983.71,595.113
"92","TCL","TAC-09CHSA/BDI5",0.52,0.59,1983.71,595.113
"93","TCL","TAC-09CHSA/ZI5",0.52,0.59,1983.71,595.113
"94","TCL","TAC-09CHSA/YI5",0.52,0.59,1983.71,595.113
"95","TCL","TAC-09CHSA/VI5",0.52,0.59,1983.71,595.113
