"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,1013.2,303.96
"2","CARRIER","50PCV006",0.4,0.4,1013.2,303.96
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1042.695,312.8085
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1055.35,316.605
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1055.35,316.605
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1055.35,316.605
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1148.26,344.478
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1148.26,344.478
"9","KELVINATOR","KSV26NRC",0.5,0.52,1300.26,390.078
"10","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1342.37,402.711
"11","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1346.655,403.9965
"12","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1384.62,415.386
"13","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1384.62,415.386
"14","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1384.62,415.386
"15","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1393.09,417.927
"16","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1401.46,420.438
"17","DAIKIN","FTXS20L / RXS20L",0.45,0.61,1409.93,422.979
"18","DAIKIN","FTXS20K / RXS20K",0.45,0.61,1409.93,422.979
"19","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,1409.95,422.985
"20","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1409.99,422.997
"21","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1409.99,422.997
"22","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1409.99,422.997
"23","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,1418.36,425.508
"24","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,1418.36,425.508
"25","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,1418.36,425.508
"26","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,1418.36,425.508
"27","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,1418.41,425.523
"28","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,1418.41,425.523
"29","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,1426.85,428.055
"30","Tranquility","TRC-09",0.561,0.565,1427.765,428.3295
"31","Panasonic","CS_CU-E7MKR",0.46,0.62,1435.26,430.578
"32","Panasonic","CS_CU-E7NKR",0.46,0.62,1435.26,430.578
"33","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,1435.26,430.578
"34","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,1435.3,430.59
"35","STIRLING","STR-23RSJAIF",0.52,0.59,1435.32,430.596
"36","TCL","TAC-09CHSA/AKI5",0.52,0.59,1435.32,430.596
"37","TCL","TAC-09CHSA/KaI5",0.52,0.59,1435.32,430.596
"38","TCL","TAC-09CHSA/CII5",0.52,0.59,1435.32,430.596
"39","TCL","TAC-09CHSA/CFI5",0.52,0.59,1435.32,430.596
