"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,945.6,283.68
"2","CARRIER","50PCV006",0.4,0.4,945.6,283.68
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1007.01,302.103
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1024.8,307.44
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1024.8,307.44
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1024.8,307.44
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1091.58,327.474
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1091.58,327.474
"9","KELVINATOR","KSV26NRC",0.5,0.52,1221.48,366.444
"10","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1290.69,387.207
"11","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1324.56,397.368
"12","Tranquility","TRC-09",0.561,0.565,1334.1,400.23
"13","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1336.02,400.806
"14","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1343.82,403.146
"15","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1343.82,403.146
"16","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1343.82,403.146
"17","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1344.06,403.218
"18","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1344.06,403.218
"19","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1344.06,403.218
"20","CARRIER","50PSH009",0.575,0.5781,1365.4194,409.62582
"21","CARRIER","50PSV009",0.575,0.5781,1365.4194,409.62582
"22","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,1365.63,409.689
"23","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,1365.63,409.689
"24","STIRLING","STR-23RSJAIF",0.52,0.59,1367.46,410.238
"25","TCL","TAC-09CHSA/AKI5",0.52,0.59,1367.46,410.238
"26","TCL","TAC-09CHSA/KaI5",0.52,0.59,1367.46,410.238
"27","TCL","TAC-09CHSA/CII5",0.52,0.59,1367.46,410.238
"28","TCL","TAC-09CHSA/CFI5",0.52,0.59,1367.46,410.238
"29","TCL","TAC-09CHSA/CEI5",0.52,0.59,1367.46,410.238
"30","TCL","TAC-09CHSA/CZI5",0.52,0.59,1367.46,410.238
"31","TCL","TAC-09CHSA/CTI5",0.52,0.59,1367.46,410.238
"32","TCL","TAC-09CHSA/CRI5",0.52,0.59,1367.46,410.238
"33","TCL","TAC-09CHSA/CQI5",0.52,0.59,1367.46,410.238
"34","TCL","TAC-09CHSA/CYI5",0.52,0.59,1367.46,410.238
"35","TCL","TAC-09CHSA/CPI5",0.52,0.59,1367.46,410.238
