"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1171.805,351.5415
"2","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1173.15,351.945
"3","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1173.15,351.945
"4","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1173.15,351.945
"5","CARRIER","50PCH006",0.4,0.4,1214.8,364.44
"6","CARRIER","50PCV006",0.4,0.4,1214.8,364.44
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1330.64,399.192
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1330.64,399.192
"9","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1443.53,433.059
"10","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1495.94,448.782
"11","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,1534.64,460.392
"12","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,1534.64,460.392
"13","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,1534.64,460.392
"14","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,1534.64,460.392
"15","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1536.245,460.8735
"16","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1540.28,462.084
"17","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1540.28,462.084
"18","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1540.28,462.084
"19","KELVINATOR","KSV26NRC",0.5,0.52,1540.54,462.162
"20","DAIKIN","FTXS20L / RXS20L",0.45,0.61,1542.97,462.891
"21","DAIKIN","FTXS20K / RXS20K",0.45,0.61,1542.97,462.891
"22","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,1570.65,471.195
"23","Panasonic","CS_CU-E7MKR",0.46,0.62,1573.34,472.002
"24","Panasonic","CS_CU-E7NKR",0.46,0.62,1573.34,472.002
"25","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,1573.34,472.002
"26","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1587.31,476.193
"27","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,1603.84,481.152
"28","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,1603.84,481.152
"29","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,1609.35,482.805
"30","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1626.01,487.803
"31","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1626.01,487.803
"32","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1626.01,487.803
"33","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,1628.7,488.61
"34","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,1642.41,492.723
"35","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,1642.41,492.723
"36","Toshiba","RAS-10N3KVP-A + RAS-10N3AVP-A",0.49,0.63,1642.41,492.723
