"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,1612.8,483.84
"2","CARRIER","50PCV006",0.4,0.4,1612.8,483.84
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1751.045,525.3135
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1787.3,536.19
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1787.3,536.19
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1787.3,536.19
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1881.49,564.447
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1881.49,564.447
"9","KELVINATOR","KSV26NRC",0.5,0.52,2091.22,627.366
"10","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,2234.885,670.4655
"11","Tranquility","TRC-09",0.561,0.565,2276.996,683.0988
"12","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,2314.17,694.251
"13","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,2319.59,695.877
"14","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,2319.59,695.877
"15","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,2319.59,695.877
"16","GREE","GJH07AF-K6RNB2D",0.66,0.57,2322.63,696.789
"17","GREE","GJH07AF-K6RNC2A",0.66,0.57,2322.63,696.789
"18","GREE","GJH07AF-K3RNB9D",0.66,0.57,2322.63,696.789
"19","KELVINATOR","KWH20HRE",0.66,0.57,2322.63,696.789
"20","CARRIER","50PSH009",0.575,0.5781,2330.0591,699.01773
"21","CARRIER","50PSV009",0.575,0.5781,2330.0591,699.01773
"22","DAIKIN","FTXM20P / RXM20P",0.41,0.59,2330.1,699.03
"23","CHIGO","CS-25V3A-PD/CS-25V3A-H5D",0.58,0.58,2338.56,701.568
"24","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,2343.65,703.095
"25","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,2343.65,703.095
"26","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,2343.65,703.095
"27","LENNOX","LNWR21X",0.66,0.578,2352.718,705.8154
"28","YORK","YCAFZH007BAMAAFX",0.65,0.58,2357.53,707.259
"29","STIRLING","STR-23RSJAIF",0.52,0.59,2359.91,707.973
"30","TCL","TAC-09CHSA/AKI5",0.52,0.59,2359.91,707.973
"31","TCL","TAC-09CHSA/KaI5",0.52,0.59,2359.91,707.973
"32","TCL","TAC-09CHSA/CII5",0.52,0.59,2359.91,707.973
