"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1881.95,564.585
"2","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1881.95,564.585
"3","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1881.95,564.585
"4","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1908.835,572.6505
"5","CARRIER","50PCH006",0.4,0.4,2150.8,645.24
"6","CARRIER","50PCV006",0.4,0.4,2150.8,645.24
"7","DAIKIN","FTXM20P / RXM20P",0.41,0.59,2204.57,661.371
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,2258.34,677.502
"9","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,2258.34,677.502
"10","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,2258.34,677.502
"11","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,2365.88,709.764
"12","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,2365.88,709.764
"13","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,2365.88,709.764
"14","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,2365.88,709.764
"15","DAIKIN","FTXS20L / RXS20L",0.45,0.61,2419.65,725.895
"16","DAIKIN","FTXS20K / RXS20K",0.45,0.61,2419.65,725.895
"17","Panasonic","CS_CU-E7MKR",0.46,0.62,2473.42,742.026
"18","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,2473.42,742.026
"19","Panasonic","CS_CU-E7NKR",0.46,0.62,2473.42,742.026
"20","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,2473.42,742.026
"21","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,2473.42,742.026
"22","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,2473.42,742.026
"23","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,2527.19,758.157
"24","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,2554.075,766.2225
"25","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,2634.73,790.419
"26","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,2634.73,790.419
"27","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,2634.73,790.419
"28","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,2634.73,790.419
"29","Toshiba","RAS-10SKVP2-A + RAS-10SAVP2-A",0.49,0.63,2634.73,790.419
"30","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,2634.73,790.419
"31","Toshiba","RAS-10N3KVP-A + RAS-10N3AVP-A",0.49,0.63,2634.73,790.419
"32","TOSHIBA","RAS-10SKVP2-A/RAS-10SAVP2-A",0.49,0.63,2634.73,790.419
"33","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,2688.5,806.55
"34","KELVINATOR","KSV26NRC",0.5,0.52,2688.5,806.55
"35","SAMSUNG ELECTRONICS","AR09FSSDHWKN/AR09FSSDHWKX",0.5,0.64,2688.5,806.55
"36","SAMSUNG ELECTRONICS","AR09FSFSDURN/AR09FSFSDURX",0.5,0.64,2688.5,806.55
"37","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,2688.5,806.55
"38","SAMSUNG ELECTRONICS","AR09FSSSBWKN/AR09FSSSBWKX",0.5,0.64,2688.5,806.55
"39","SAMSUNG ELECTRONICS","AR09FSSSCURN/AR09FSSSCURX",0.5,0.64,2688.5,806.55
"40","SAMSUNG ELECTRONICS","AR09FSSSCWKN/AR09FSSSCWKX",0.5,0.64,2688.5,806.55
"41","SAMSUNG ELECTRONICS","AR09FSSSBWKN/AR09FSSSBWKX",0.5,0.64,2688.5,806.55
"42","PANASONIC","CS-HE9DKE / CU-HE9DKE",0.51,0.69,2742.27,822.681
"43","DAIKIN","FTXM25P / RXM25P",0.51,0.65,2742.27,822.681
"44","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,2742.27,822.681
"45","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,2742.27,822.681
"46","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,2742.27,822.681
"47","FUJITSU","ASTG09KMCA/AOTG09KMCA",0.51,0.65,2742.27,822.681
"48","FUJITSU","ASTG09KUCA/AOTG09KUCA",0.51,0.67,2742.27,822.681
"49","LG","P09AWN-NM14/P09AWN-UM14",0.52,0.65,2796.04,838.812
"50","LG","S09AWN-NM14/P09AWN-UM14",0.52,0.65,2796.04,838.812
"51","LG","W09AWN-NM14/P09AWN-UM14",0.52,0.65,2796.04,838.812
"52","STIRLING","STR-23RSJAIF",0.52,0.59,2796.04,838.812
"53","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRF25ZMXA-S / SRC25ZMXA-S",0.52,0.72,2796.04,838.812
"54","TCL","TAC-09CHSA/AKI5",0.52,0.59,2796.04,838.812
"55","TCL","TAC-09CHSA/KaI5",0.52,0.59,2796.04,838.812
"56","TCL","TAC-09CHSA/CII5",0.52,0.59,2796.04,838.812
"57","TCL","TAC-09CHSA/CFI5",0.52,0.59,2796.04,838.812
"58","TCL","TAC-09CHSA/CEI5",0.52,0.59,2796.04,838.812
"59","TCL","TAC-09CHSA/CZI5",0.52,0.59,2796.04,838.812
"60","TCL","TAC-09CHSA/CTI5",0.52,0.59,2796.04,838.812
"61","TCL","TAC-09CHSA/CRI5",0.52,0.59,2796.04,838.812
"62","TCL","TAC-09CHSA/CQI5",0.52,0.59,2796.04,838.812
"63","TCL","TAC-09CHSA/CYI5",0.52,0.59,2796.04,838.812
"64","TCL","TAC-09CHSA/CPI5",0.52,0.59,2796.04,838.812
"65","TCL","TAC-09CHSA/CWI5",0.52,0.59,2796.04,838.812
"66","TCL","TAC-09CHSA/CVI5",0.52,0.59,2796.04,838.812
"67","TCL","TAC-09CHSA/CUI5",0.52,0.59,2796.04,838.812
"68","TCL","TAC-09CHSA/CNI5",0.52,0.59,2796.04,838.812
"69","TCL","TAC-09CHSA/CHI5",0.52,0.59,2796.04,838.812
"70","TCL","TAC-09CHSA/DFI5",0.52,0.59,2796.04,838.812
"71","TCL","TAC-09CHSA/DEI5",0.52,0.59,2796.04,838.812
"72","TCL","TAC-09CHSA/DCI5",0.52,0.59,2796.04,838.812
"73","TCL","TAC-09CHSA/DBI5",0.52,0.59,2796.04,838.812
"74","TCL","TAC-09CHSA/CDI5",0.52,0.59,2796.04,838.812
"75","TCL","TAC-09CHSA/CXI5",0.52,0.59,2796.04,838.812
"76","TCL","TAC-09CHSA/CAI5",0.52,0.59,2796.04,838.812
"77","TCL","TAC-09CHSA/CMI5",0.52,0.59,2796.04,838.812
"78","TCL","TAC-09CHSA/CJI5",0.52,0.59,2796.04,838.812
"79","TCL","TAC-09CHSA/CLI5",0.52,0.59,2796.04,838.812
"80","TCL","TAC-09CHSA/CKI5",0.52,0.59,2796.04,838.812
"81","TCL","TAC-09CHSA/CGI5",0.52,0.59,2796.04,838.812
"82","TCL","TAC-09CHSA/CBI5",0.52,0.59,2796.04,838.812
"83","TCL","TAC-09CHSA/AUI5",0.52,0.59,2796.04,838.812
"84","TCL","TAC-09CHSA/AMI5",0.52,0.59,2796.04,838.812
"85","TCL","TAC-09CHSA/ALI5",0.52,0.59,2796.04,838.812
"86","TCL","TAC-09CHSA/BLI5",0.52,0.59,2796.04,838.812
"87","TCL","TAC-09CHSA/BZI5",0.52,0.59,2796.04,838.812
"88","TCL","TAC-09CHSA/BYI5",0.52,0.59,2796.04,838.812
"89","TCL","TAC-09CHSA/BVI5",0.52,0.59,2796.04,838.812
"90","TCL","TAC-09CHSA/BUI5",0.52,0.59,2796.04,838.812
"91","TCL","TAC-09CHSA/BRI5",0.52,0.59,2796.04,838.812
"92","TCL","TAC-09CHSA/BQI5",0.52,0.59,2796.04,838.812
"93","TCL","TAC-09CHSA/BKI5",0.52,0.59,2796.04,838.812
"94","TCL","TAC-09CHSA/BMI5",0.52,0.59,2796.04,838.812
