"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,800.8,240.24
"2","CARRIER","50PCV006",0.4,0.4,800.8,240.24
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,880.625,264.1875
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,900.6,270.18
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,900.6,270.18
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,900.6,270.18
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,940.79,282.237
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,940.79,282.237
"9","KELVINATOR","KSV26NRC",0.5,0.52,1040.98,312.294
"10","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1120.865,336.2595
"11","Tranquility","TRC-09",0.561,0.565,1131.118,339.3354
"12","GREE","GJH07AF-K6RNB2D",0.66,0.57,1141.41,342.423
"13","GREE","GJH07AF-K6RNC2A",0.66,0.57,1141.41,342.423
"14","GREE","GJH07AF-K3RNB9D",0.66,0.57,1141.41,342.423
"15","KELVINATOR","KWH20HRE",0.66,0.57,1141.41,342.423
"16","CARRIER","50PSH009",0.575,0.5781,1157.3469,347.20407
"17","CARRIER","50PSV009",0.575,0.5781,1157.3469,347.20407
"18","LENNOX","LNWR21X",0.66,0.578,1157.402,347.2206
"19","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1160.89,348.267
"20","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1160.95,348.285
"21","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1160.95,348.285
"22","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1160.95,348.285
"23","CHIGO","CS-25V3A-PD/CS-25V3A-H5D",0.58,0.58,1161.16,348.348
"24","YORK","YCAFZH007BAMAAFX",0.65,0.58,1161.37,348.411
"25","MIDEA","MWF-07HB4",0.66,0.58,1161.4,348.42
"26","LENNOX","LNWR20X",0.66,0.58,1161.4,348.42
"27","TECO","TWW22HFBGJBB",0.66,0.58,1161.4,348.42
"28","TECO","TWW22HFAGJBB",0.66,0.58,1161.4,348.42
"29","Carrier","51QW107715G",0.66,0.58,1161.4,348.42
"30","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1180.64,354.192
"31","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1180.79,354.237
"32","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1180.79,354.237
"33","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1180.79,354.237
"34","STIRLING","STR-23RSJAIF",0.52,0.59,1180.97,354.291
"35","TCL","TAC-09CHSA/AKI5",0.52,0.59,1180.97,354.291
"36","TCL","TAC-09CHSA/KaI5",0.52,0.59,1180.97,354.291
"37","TCL","TAC-09CHSA/CII5",0.52,0.59,1180.97,354.291
"38","TCL","TAC-09CHSA/CFI5",0.52,0.59,1180.97,354.291
"39","TCL","TAC-09CHSA/CEI5",0.52,0.59,1180.97,354.291
"40","TCL","TAC-09CHSA/CZI5",0.52,0.59,1180.97,354.291
"41","TCL","TAC-09CHSA/CTI5",0.52,0.59,1180.97,354.291
"42","TCL","TAC-09CHSA/CRI5",0.52,0.59,1180.97,354.291
"43","TCL","TAC-09CHSA/CQI5",0.52,0.59,1180.97,354.291
"44","TCL","TAC-09CHSA/CYI5",0.52,0.59,1180.97,354.291
"45","TCL","TAC-09CHSA/CPI5",0.52,0.59,1180.97,354.291
"46","TCL","TAC-09CHSA/CWI5",0.52,0.59,1180.97,354.291
"47","TCL","TAC-09CHSA/CVI5",0.52,0.59,1180.97,354.291
"48","TCL","TAC-09CHSA/CUI5",0.52,0.59,1180.97,354.291
"49","TCL","TAC-09CHSA/CNI5",0.52,0.59,1180.97,354.291
"50","TCL","TAC-09CHSA/CHI5",0.52,0.59,1180.97,354.291
"51","TCL","TAC-09CHSA/DFI5",0.52,0.59,1180.97,354.291
"52","TCL","TAC-09CHSA/DEI5",0.52,0.59,1180.97,354.291
"53","TCL","TAC-09CHSA/DCI5",0.52,0.59,1180.97,354.291
"54","TCL","TAC-09CHSA/DBI5",0.52,0.59,1180.97,354.291
"55","TCL","TAC-09CHSA/CDI5",0.52,0.59,1180.97,354.291
"56","TCL","TAC-09CHSA/CXI5",0.52,0.59,1180.97,354.291
"57","TCL","TAC-09CHSA/CAI5",0.52,0.59,1180.97,354.291
"58","TCL","TAC-09CHSA/CMI5",0.52,0.59,1180.97,354.291
"59","TCL","TAC-09CHSA/CJI5",0.52,0.59,1180.97,354.291
"60","TCL","TAC-09CHSA/CLI5",0.52,0.59,1180.97,354.291
"61","TCL","TAC-09CHSA/CKI5",0.52,0.59,1180.97,354.291
"62","TCL","TAC-09CHSA/CGI5",0.52,0.59,1180.97,354.291
"63","TCL","TAC-09CHSA/CBI5",0.52,0.59,1180.97,354.291
"64","TCL","TAC-09CHSA/AUI5",0.52,0.59,1180.97,354.291
"65","TCL","TAC-09CHSA/AMI5",0.52,0.59,1180.97,354.291
"66","TCL","TAC-09CHSA/ALI5",0.52,0.59,1180.97,354.291
"67","TCL","TAC-09CHSA/BLI5",0.52,0.59,1180.97,354.291
"68","TCL","TAC-09CHSA/BZI5",0.52,0.59,1180.97,354.291
"69","TCL","TAC-09CHSA/BYI5",0.52,0.59,1180.97,354.291
"70","TCL","TAC-09CHSA/BVI5",0.52,0.59,1180.97,354.291
"71","TCL","TAC-09CHSA/BUI5",0.52,0.59,1180.97,354.291
"72","TCL","TAC-09CHSA/BRI5",0.52,0.59,1180.97,354.291
"73","TCL","TAC-09CHSA/BQI5",0.52,0.59,1180.97,354.291
"74","TCL","TAC-09CHSA/BKI5",0.52,0.59,1180.97,354.291
"75","TCL","TAC-09CHSA/BMI5",0.52,0.59,1180.97,354.291
"76","TCL","TAC-09CHSA/BJI5",0.52,0.59,1180.97,354.291
"77","TCL","TAC-09CHSA/BHI5",0.52,0.59,1180.97,354.291
"78","TCL","TAC-09CHSA/BGI5",0.52,0.59,1180.97,354.291
"79","TCL","TAC-09CHSA/BFI5",0.52,0.59,1180.97,354.291
"80","TCL","TAC-09CHSA/BEI5",0.52,0.59,1180.97,354.291
"81","TCL","TAC-09CHSA/BDI5",0.52,0.59,1180.97,354.291
"82","TCL","TAC-09CHSA/ZI5",0.52,0.59,1180.97,354.291
"83","TCL","TAC-09CHSA/YI5",0.52,0.59,1180.97,354.291
"84","TCL","TAC-09CHSA/VI5",0.52,0.59,1180.97,354.291
"85","TCL","TAC-09CHSA/QI5",0.52,0.59,1180.97,354.291
"86","TCL","TAC-09CHSA/AI5",0.52,0.59,1180.97,354.291
"87","TCL","TAC-09CHSA/RI5",0.52,0.59,1180.97,354.291
"88","TCL","TAC-09CHSA/NI5",0.52,0.59,1180.97,354.291
"89","TCL","TAC-09CHSA/MI5",0.52,0.59,1180.97,354.291
"90","TCL","TAC-09CHSA/LI5",0.52,0.59,1180.97,354.291
"91","TCL","TAC-09CHSA/KI5",0.52,0.59,1180.97,354.291
"92","TCL","TAC-09CHSA/JI5",0.52,0.59,1180.97,354.291
"93","TCL","TAC-09CHSA/HI5",0.52,0.59,1180.97,354.291
"94","TCL","TAC-09CHSA/GI5",0.52,0.59,1180.97,354.291
"95","TCL","TAC-09CHSA/FI5",0.52,0.59,1180.97,354.291
"96","TCL","TAC-09CHSA/EI5",0.52,0.59,1180.97,354.291
"97","TCL","TAC-09CHSA/DI5",0.52,0.59,1180.97,354.291
"98","TCL","TAC-09CHSA/CI5",0.52,0.59,1180.97,354.291
"99","AKAI","TEM-26CHSAAK5",0.52,0.59,1180.97,354.291
"100","AKAI","TEM-26CHSAKA5",0.52,0.59,1180.97,354.291
"101","TCL","TAC-09CHSA/AKI5",0.52,0.59,1180.97,354.291
"102","HYUNDAI","HSH-073BE",0.65,0.59,1181.36,354.408
"103","WINIA","WSH-073BE",0.65,0.59,1181.36,354.408
"104","TCL","TAC-09CHSA/ZI4",0.65,0.59,1181.36,354.408
"105","VENTO","TAC-09CHSA/BVI4",0.65,0.59,1181.36,354.408
"106","York","YZHJZH009BAMAAFX",0.65,0.59,1181.36,354.408
"107","KELVINATOR","KWH20HRC",0.67,0.59,1181.42,354.426
"108","LENNOX","LNW022X",0.68,0.59,1181.45,354.435
"109","ECLIPSE","EWF-07HRN1",0.68,0.59,1181.45,354.435
"110","MIDEA","MWF-07HMN1-QC1",0.68,0.59,1181.45,354.435
"111","Carrier","51QW007715G",0.68,0.59,1181.45,354.435
"112","Carrier","51QW007716G",0.68,0.59,1181.45,354.435
"113","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,1190.875,357.2625
"114","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,1190.875,357.2625
"115","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,1200.81,360.243
"116","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,1200.87,360.261
"117","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,1200.9,360.27
"118","MIDEA","MS1A-09HRFN1-QE0",0.54,0.6,1201.02,360.306
"119","SAIR","SGT-09",0.54,0.6,1201.02,360.306
"120","SAIR","SGT-09",0.54,0.6,1201.02,360.306
"121","MIDEA","MS1A-09HRFN1-QE0",0.54,0.6,1201.02,360.306
"122","DAIKIN","FTXS20L / RXS20L",0.45,0.61,1220.74,366.222
"123","DAIKIN","FTXS20K / RXS20K",0.45,0.61,1220.74,366.222
"124","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,1240.64,372.192
"125","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,1240.7,372.21
"126","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,1240.7,372.21
"127","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,1240.7,372.21
"128","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,1240.7,372.21
"129","Panasonic","CS_CU-E7MKR",0.46,0.62,1240.76,372.228
