"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,521.065,156.3195
"2","CARRIER","50PCH006",0.4,0.4,524,157.2
"3","CARRIER","50PCV006",0.4,0.4,524,157.2
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,524.4,157.32
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,524.4,157.32
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,524.4,157.32
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,583.15,174.945
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,583.15,174.945
"9","DAIKIN","FTXM20P / RXM20P",0.41,0.59,655.72,196.716
"10","KELVINATOR","KSV26NRC",0.5,0.52,668.18,200.454
"11","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,678.265,203.4795
"12","DAIKIN","FTXZ25N / RXZ25N",0.42,0.62,682,204.6
"13","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,688.27,206.481
"14","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,688.27,206.481
"15","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,688.27,206.481
"16","DAIKIN","FTXS20L / RXS20L",0.45,0.61,694.94,208.482
"17","DAIKIN","FTXS20K / RXS20K",0.45,0.61,694.94,208.482
"18","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMA-S / SRC20ZMA-S",0.44,0.62,695.02,208.506
"19","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK06ZM-S",0.44,0.62,695.02,208.506
"20","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZG-S",0.44,0.62,695.02,208.506
"21","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJ-S1",0.44,0.62,695.02,208.506
"22","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,701.21,210.363
"23","SAMSUNG ELECTRONICS","AQV09KWAN/AQV09KWAX",0.47,0.6,701.37,210.411
"24","Panasonic","CS_CU-E7MKR",0.46,0.62,708.04,212.412
"25","Panasonic","CS_CU-E7NKR",0.46,0.62,708.04,212.412
"26","Panasonic","CS-E7PKR/CU-E7PKR",0.46,0.62,708.04,212.412
"27","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK25ZMXA-S / SRC25ZMXA-S",0.49,0.595,711.095,213.3285
"28","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZJX-S",0.49,0.595,711.095,213.3285
"29","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,714.23,214.269
"30","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,714.23,214.269
"31","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,714.23,214.269
"32","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK25ZIX-S",0.49,0.6,714.39,214.317
"33","MITSUBISHI HEAVY INDUSTRIES","SRK25ZDXA-S",0.5,0.6,720.9,216.27
"34","STIRLING","STR-23RSJAIF",0.52,0.59,727.33,218.199
"35","TCL","TAC-09CHSA/AKI5",0.52,0.59,727.33,218.199
"36","TCL","TAC-09CHSA/KaI5",0.52,0.59,727.33,218.199
"37","TCL","TAC-09CHSA/CII5",0.52,0.59,727.33,218.199
"38","TCL","TAC-09CHSA/CFI5",0.52,0.59,727.33,218.199
"39","TCL","TAC-09CHSA/CEI5",0.52,0.59,727.33,218.199
"40","TCL","TAC-09CHSA/CZI5",0.52,0.59,727.33,218.199
"41","TCL","TAC-09CHSA/CTI5",0.52,0.59,727.33,218.199
"42","TCL","TAC-09CHSA/CRI5",0.52,0.59,727.33,218.199
"43","TCL","TAC-09CHSA/CQI5",0.52,0.59,727.33,218.199
"44","TCL","TAC-09CHSA/CYI5",0.52,0.59,727.33,218.199
"45","TCL","TAC-09CHSA/CPI5",0.52,0.59,727.33,218.199
"46","TCL","TAC-09CHSA/CWI5",0.52,0.59,727.33,218.199
"47","TCL","TAC-09CHSA/CVI5",0.52,0.59,727.33,218.199
"48","TCL","TAC-09CHSA/CUI5",0.52,0.59,727.33,218.199
"49","TCL","TAC-09CHSA/CNI5",0.52,0.59,727.33,218.199
"50","TCL","TAC-09CHSA/CHI5",0.52,0.59,727.33,218.199
"51","TCL","TAC-09CHSA/DFI5",0.52,0.59,727.33,218.199
"52","TCL","TAC-09CHSA/DEI5",0.52,0.59,727.33,218.199
"53","TCL","TAC-09CHSA/DCI5",0.52,0.59,727.33,218.199
"54","TCL","TAC-09CHSA/DBI5",0.52,0.59,727.33,218.199
"55","TCL","TAC-09CHSA/CDI5",0.52,0.59,727.33,218.199
"56","TCL","TAC-09CHSA/CXI5",0.52,0.59,727.33,218.199
"57","TCL","TAC-09CHSA/CAI5",0.52,0.59,727.33,218.199
"58","TCL","TAC-09CHSA/CMI5",0.52,0.59,727.33,218.199
"59","TCL","TAC-09CHSA/CJI5",0.52,0.59,727.33,218.199
"60","TCL","TAC-09CHSA/CLI5",0.52,0.59,727.33,218.199
"61","TCL","TAC-09CHSA/CKI5",0.52,0.59,727.33,218.199
"62","TCL","TAC-09CHSA/CGI5",0.52,0.59,727.33,218.199
"63","TCL","TAC-09CHSA/CBI5",0.52,0.59,727.33,218.199
"64","TCL","TAC-09CHSA/AUI5",0.52,0.59,727.33,218.199
"65","TCL","TAC-09CHSA/AMI5",0.52,0.59,727.33,218.199
"66","TCL","TAC-09CHSA/ALI5",0.52,0.59,727.33,218.199
"67","TCL","TAC-09CHSA/BLI5",0.52,0.59,727.33,218.199
"68","TCL","TAC-09CHSA/BZI5",0.52,0.59,727.33,218.199
"69","TCL","TAC-09CHSA/BYI5",0.52,0.59,727.33,218.199
"70","TCL","TAC-09CHSA/BVI5",0.52,0.59,727.33,218.199
"71","TCL","TAC-09CHSA/BUI5",0.52,0.59,727.33,218.199
"72","TCL","TAC-09CHSA/BRI5",0.52,0.59,727.33,218.199
"73","TCL","TAC-09CHSA/BQI5",0.52,0.59,727.33,218.199
"74","TCL","TAC-09CHSA/BKI5",0.52,0.59,727.33,218.199
"75","TCL","TAC-09CHSA/BMI5",0.52,0.59,727.33,218.199
"76","TCL","TAC-09CHSA/BJI5",0.52,0.59,727.33,218.199
"77","TCL","TAC-09CHSA/BHI5",0.52,0.59,727.33,218.199
"78","TCL","TAC-09CHSA/BGI5",0.52,0.59,727.33,218.199
"79","TCL","TAC-09CHSA/BFI5",0.52,0.59,727.33,218.199
"80","TCL","TAC-09CHSA/BEI5",0.52,0.59,727.33,218.199
"81","TCL","TAC-09CHSA/BDI5",0.52,0.59,727.33,218.199
"82","TCL","TAC-09CHSA/ZI5",0.52,0.59,727.33,218.199
"83","TCL","TAC-09CHSA/YI5",0.52,0.59,727.33,218.199
"84","TCL","TAC-09CHSA/VI5",0.52,0.59,727.33,218.199
"85","TCL","TAC-09CHSA/QI5",0.52,0.59,727.33,218.199
"86","TCL","TAC-09CHSA/AI5",0.52,0.59,727.33,218.199
"87","TCL","TAC-09CHSA/RI5",0.52,0.59,727.33,218.199
"88","TCL","TAC-09CHSA/NI5",0.52,0.59,727.33,218.199
"89","TCL","TAC-09CHSA/MI5",0.52,0.59,727.33,218.199
"90","TCL","TAC-09CHSA/LI5",0.52,0.59,727.33,218.199
"91","TCL","TAC-09CHSA/KI5",0.52,0.59,727.33,218.199
"92","TCL","TAC-09CHSA/JI5",0.52,0.59,727.33,218.199
"93","TCL","TAC-09CHSA/HI5",0.52,0.59,727.33,218.199
