"","Brand","Model_No","C.Power_Inp_Rated","H.Power_Inp_Rated","KWH","Cost"
"1","CARRIER","50PCH006",0.4,0.4,1189.6,356.88
"2","CARRIER","50PCV006",0.4,0.4,1189.6,356.88
"3","TOSHIBA","RAS-07PKVP-E/PAVP-E",0.355,0.44,1284.25,385.275
"4","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK20ZMXA-S / SRC20ZMXA-S",0.35,0.45,1309.7,392.91
"5","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZIX-S",0.35,0.45,1309.7,392.91
"6","MITSUBISHI HEAVY INDUSTRIES LTD.","SRK20ZJX-S",0.35,0.45,1309.7,392.91
"7","MITSUBISHI HEAVY INDUSTRIES, LTD.","DXK05Z5-S",0.42,0.47,1383.48,415.044
"8","MITSUBISHI HEAVY INDUSTRIES, LTD.","SRK17ZMP-S",0.42,0.47,1383.48,415.044
"9","KELVINATOR","KSV26NRC",0.5,0.52,1540.76,462.228
"10","TOSHIBA","RAS-10PKVP-E/PAVP-E",0.475,0.56,1641.13,492.339
"11","Tranquility","TRC-09",0.561,0.565,1679.166,503.7498
"12","Toshiba","RAS-10G2KVP-A + RAS-10G2AVP-A",0.49,0.58,1699.18,509.754
"13","DAIKIN","FTXM20P / RXM20P",0.41,0.59,1703.18,510.954
"14","MITSUBISHI ELECTRIC","MSZ-FH25VE / MUZ-FH25VE",0.51,0.58,1704.9,511.47
"15","MITSUBISHI ELECTRIC","MSZ-FH25VE",0.51,0.58,1704.9,511.47
"16","MITSUBISHI ELECTRIC","MSZ-FH25VEHZ",0.51,0.58,1704.9,511.47
"17","LG","K09AWN-NM11/K09AWN-UM11",0.46,0.59,1717.48,515.244
"18","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1717.48,515.244
"19","LG","K09AWN-NM12/K09AWN-UM12",0.46,0.59,1717.48,515.244
"20","CARRIER","50PSH009",0.575,0.5781,1718.3828,515.51484
"21","CARRIER","50PSV009",0.575,0.5781,1718.3828,515.51484
"22","GREE","GJH07AF-K6RNB2D",0.66,0.57,1720.92,516.276
"23","GREE","GJH07AF-K6RNC2A",0.66,0.57,1720.92,516.276
"24","GREE","GJH07AF-K3RNB9D",0.66,0.57,1720.92,516.276
"25","KELVINATOR","KWH20HRE",0.66,0.57,1720.92,516.276
"26","CHIGO","CS-25V3A-PD/CS-25V3A-H5D",0.58,0.58,1724.92,517.476
"27","STIRLING","STR-23RSJAIF",0.52,0.59,1734.64,520.392
"28","TCL","TAC-09CHSA/AKI5",0.52,0.59,1734.64,520.392
"29","TCL","TAC-09CHSA/KaI5",0.52,0.59,1734.64,520.392
"30","TCL","TAC-09CHSA/CII5",0.52,0.59,1734.64,520.392
"31","TCL","TAC-09CHSA/CFI5",0.52,0.59,1734.64,520.392
"32","TCL","TAC-09CHSA/CEI5",0.52,0.59,1734.64,520.392
"33","TCL","TAC-09CHSA/CZI5",0.52,0.59,1734.64,520.392
"34","TCL","TAC-09CHSA/CTI5",0.52,0.59,1734.64,520.392
"35","TCL","TAC-09CHSA/CRI5",0.52,0.59,1734.64,520.392
"36","TCL","TAC-09CHSA/CQI5",0.52,0.59,1734.64,520.392
"37","TCL","TAC-09CHSA/CYI5",0.52,0.59,1734.64,520.392
"38","TCL","TAC-09CHSA/CPI5",0.52,0.59,1734.64,520.392
"39","TCL","TAC-09CHSA/CWI5",0.52,0.59,1734.64,520.392
"40","TCL","TAC-09CHSA/CVI5",0.52,0.59,1734.64,520.392
"41","TCL","TAC-09CHSA/CUI5",0.52,0.59,1734.64,520.392
"42","TCL","TAC-09CHSA/CNI5",0.52,0.59,1734.64,520.392
"43","TCL","TAC-09CHSA/CHI5",0.52,0.59,1734.64,520.392
"44","TCL","TAC-09CHSA/DFI5",0.52,0.59,1734.64,520.392
"45","TCL","TAC-09CHSA/DEI5",0.52,0.59,1734.64,520.392
"46","TCL","TAC-09CHSA/DCI5",0.52,0.59,1734.64,520.392
"47","TCL","TAC-09CHSA/DBI5",0.52,0.59,1734.64,520.392
"48","TCL","TAC-09CHSA/CDI5",0.52,0.59,1734.64,520.392
"49","TCL","TAC-09CHSA/CXI5",0.52,0.59,1734.64,520.392
"50","TCL","TAC-09CHSA/CAI5",0.52,0.59,1734.64,520.392
"51","TCL","TAC-09CHSA/CMI5",0.52,0.59,1734.64,520.392
"52","TCL","TAC-09CHSA/CJI5",0.52,0.59,1734.64,520.392
